C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_47_747.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_47_747.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_47_747.jpg, 0, 0, 0, 8.094445E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_47_849.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_47_849.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_47_849.jpg, 0, 0, 0, 7.907553E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_47_954.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_47_954.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_47_954.jpg, 0, 0, 0, 7.821304E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_054.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_054.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_054.jpg, 0, 0, 0, 7.828988E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_157.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_157.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_157.jpg, 0, 0, 0, 7.994327E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_258.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_258.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_258.jpg, 0, 0, 0, 8.223872E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_360.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_360.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_360.jpg, 0, 0, 0, 7.807596E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_463.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_463.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_463.jpg, 0, 0, 0, 7.91577E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_567.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_567.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_567.jpg, 0, 0, 0, 8.110826E-05
C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\center_2021_06_01_20_08_48_667.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\left_2021_06_01_20_08_48_667.jpg, C:\Users\Sanchitha\Documents\mywork\self driving\user\data\IMG\right_2021_06_01_20_08_48_667.jpg, 0, 0, 0, 7.983431E-05
